"user.login","Year","City","Period","n_obs","n_taxa","taxa"
"mduffy",2021,"Baltimore, Maryland, USA","during",2,2,"117943 69211"
"mduffy",2022,"Charlottesville, Virginia, USA","during",1,1,"49490"
"mdunlavey",2020,"Western NC, North Carolina, USA","during",2,2,"48711 54294"
"meadowgarden",2021,"Boston, Massachusetts, USA","during",1,1,"117943"
"mecetoga",2018,"Bogotá, Colombia","during",2,2,"69437 55576"
"megachile",2022,"Austin, Texas, USA","during",1,1,"229759"
"megan240",2018,"Boston, Massachusetts, USA","after",1,1,"119778"
"meganhanson",2020,"Chicago, Illinois, USA","during",2,2,"54734 182631"
"meganrose",2019,"Austin, Texas, USA","during",2,2,"155090 69430"
"mejustme",2020,"Boston, Massachusetts, USA","after",1,1,"127423"
"mel257",2022,"Baton Rouge, Louisiana, USA","during",2,2,"200925 48325"
"melanibirdy",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"melanie139",2020,"Fairfield and Westchester County, Connecticut and New York, USA","during",1,1,"117943"
"melbo",2021,"Adelaide, South Australia, Australia","during",1,1,"49490"
"melinamcgovern",2020,"Boston, Massachusetts, USA","during",1,1,"148365"
"melinda65",2020,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"melinda65",2021,"Cape Town, Western Cape, South Africa","during",1,1,"117942"
"melinda65",2022,"Cape Town, Western Cape, South Africa","during",2,2,"55576 117980"
"melindapurpose21",2021,"Boise, Idaho, USA","during",2,1,"117942"
"melissa_duron",2019,"Dallas-Fort Worth, Texas, USA","during",1,1,"508867"
"melissa_hutchison",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","after",35,25,"890875 55576 355337 117942 355346 117892 228666 127119 232383 318589 405357 355354 1040929 222936 405536 222062 117925 60724 67747 50252 355335 229759 55553 355352 119888 406442"
"melissa_hutchison",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",43,36,"403786 345005 888277 179037 117942 406325 175179 123348 217296 405265 120448 355335 404836 123114 404862 227995 404818 117867 224514 154184 60724 55553 119888 410752 406763 217270 380997 402282 125754 864236 175426 399503 406219 355354 179761 69207 55576 229759"
"melissa_hutchison",2020,"Ōtautahi/Christchurch, Canterbury, New Zealand","after",20,14,"227656 888434 402657 50252 175179 405265 175450 175426 404238 117887 117958 117925 222930 117865 69163 117915"
"melissa_hutchison",2020,"Ōtautahi/Christchurch, Canterbury, New Zealand","before",14,12,"122660 117865 175426 401975 125754 117958 403086 405725 117925 127119 222930 409221"
"melissa_hutchison",2020,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",35,29,"69207 355322 355335 67747 223123 409221 404678 49490 117925 155094 410752 228666 403861 406188 175426 154107 60724 182455 54735 179761 117865 222936 355346 123348 405725 465032 222930 194681 355352 406442 232383 463344"
"melissa_hutchison",2021,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",29,29,"888277 123678 406271 888439 502882 124439 182455 318589 54294 355352 232383 465032 405329 405725 175383 355337 222930 194681 120448 403786 175179 175450 888434 217296 400959 404238 175493 405268 404527"
"melissa_hutchison",2022,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",37,34,"69207 119888 355346 125754 469290 117958 1075495 120448 117858 319389 405357 127119 512787 232383 180444 175426 154107 404153 404755 405268 404527 405262 404620 229442 512785 117865 888434 355337 402657 117887 405725 175179 404238 355352 194681 222821 227386"
"melissa_i",2021,"Boston, Massachusetts, USA","during",1,1,"117422"
"melissa_nature79",2020,"Dallas-Fort Worth, Texas, USA","during",2,2,"69430 175433"
"melissa29",2020,"Auckland, Auckland, New Zealand","during",6,2,"182679 67747 117867"
"melissamendoza",2018,"Dallas-Fort Worth, Texas, USA","before",1,1,"69430"
"melmel1",2020,"Atlanta, Georgia, USA","after",1,1,"233685"
"melmel1",2020,"Atlanta, Georgia, USA","during",1,1,"117867"
"meortega76",2019,"Austin, Texas, USA","during",2,2,"200925 117938"
"meuchael",2020,"Copenhagen, Denmark","during",4,4,"54734 462706 124439 55576"
"meuchael",2021,"Copenhagen, Denmark","during",3,3,"55576 117887 223123"
"meuchael",2022,"Copenhagen, Denmark","during",4,4,"632126 124439 55576 223123"
"meurkc",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",34,17,"49490 60724 117867 54294 55576 355335 67747 123457 406188 69730 409221 117887 405311 123114 411156 123894 355352 119888 406442 229759"
"meurkc",2020,"Ōtautahi/Christchurch, Canterbury, New Zealand","before",1,1,"49490"
"meurkc",2020,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",34,13,"154184 60724 124439 54735 406442 50252 55576 229759 69430 123348 117867 117865 117925 355322 182455 117887"
"meurkc",2021,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",61,30,"117971 117938 119888 69163 465032 405725 123348 54757 55554 124439 69468 60724 154107 154184 117867 54735 992273 532698 229759 117865 50252 48325 222835 67747 175426 355322 318589 1080564 355354 117951 232383 179761 355352 406442 229766 49490 182455"
"meurkc",2022,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",10,8,"182455 60724 154107 992273 229961 229759 124439 49490 355322"
"mewilli71",2021,"Chicago, Illinois, USA","during",1,1,"151767"
"meyer1703",2021,"Cape Town, Western Cape, South Africa","during",1,1,"117867"
"mfernand",2022,"Tri-Cities, British Columbia, Canada","during",1,1,"49490"
"mfolga",2022,"Erie, Pennsylvania, USA","during",1,1,"182713"
"mgriffin",2018,"Boston, Massachusetts, USA","during",1,1,"117951"
"mgriffin",2020,"Boston, Massachusetts, USA","during",1,1,"117943"
"mgsikes",2022,"Austin, Texas, USA","during",1,1,"48325"
"mhewish",2021,"Geelong, Victoria, Australia","during",1,1,"55553"
"mhmwatkins",2019,"Birmingham Metro Area, Alabama, USA","during",1,1,"121176"
"mhodges1957",2019,"Atlanta, Georgia, USA","during",43,40,"227252 205699 229703 217116 508931 119778 217153 230281 203800 532533 224451 117987 220637 227557 205567 214300 228037 229590 229589 182554 463344 225437 463070 227582 205846 155091 463745 532583 229574 233323 227234 210356 463347 54294 227408 463677 117892 222085 121176 228058"
"mhodges1957",2020,"Atlanta, Georgia, USA","after",3,3,"180523 463354 532533"
"mhodges1957",2022,"Atlanta, Georgia, USA","during",69,68,"463898 345245 229807 463135 463141 463055 463344 224451 117854 463305 532063 229589 463726 214359 352461 463325 117987 1134958 155082 228643 463745 217132 463019 227582 225437 205567 224523 227560 462578 214741 60715 69430 228055 227661 710073 532235 155095 227579 210356 463258 117943 227252 155091 228058 233300 463677 194163 462441 229574 220443 532583 182713 228037 463004 117900 462434 220638 222950 205846 463139 222085 233323 117892 221305 151767 182656 229703 226107"
"mhtoo",2020,"Cleveland-Akron-Canton, OH, USA","after",1,1,"117951"
"michael_mcsweeney",2022,"Cape Town, Western Cape, South Africa","during",1,1,"60724"
"michael_za",2022,"Cape Town, Western Cape, South Africa","during",2,2,"117892 532349"
"michael4336",2022,"Cape Town, Western Cape, South Africa","during",1,1,"117867"
"michaelchilders",2020,"Charlotte, North Carolina, USA","before",1,1,"67747"
"michaelheuchert",2021,"Calgary, Canada","during",17,11,"155090 182605 117887 117877 502154 532267 175433 54734 60718 174751 344442 532146"
"michaelheuchert",2022,"Calgary, Canada","during",3,3,"463837 344442 117877"
"michelle261",2019,"Ciudad de Panamá, Panamá","during",4,4,"464189 222950 148365 117943"
"michellek_pearce",2020,"Western NC, North Carolina, USA","during",2,2,"67747 117951"
"michquiroz",2020,"Chiriquí, Panamá","during",4,3,"117867 69437 123348 54294"
"micosimbionte",2020,"Chiriquí, Panamá","during",1,1,"117987"
"midtownroad",2021,"Baltimore, Maryland, USA","during",1,1,"117943"
"miekevors",2022,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"miguel1097",2022,"Curitiba, Paraná, Brazil","during",1,1,"117951"
"miguelangelleon",2022,"Bucaramanga, Santander, Colombia","during",1,1,"121212"
"mikalk",2022,"Boston, Massachusetts, USA","during",1,1,"117951"
"mike_roscope",2022,"Boston, Massachusetts, USA","during",1,1,"228044"
"mikeevans23",2019,"Bristol & Bath City Region, UK","during",3,3,"117951 123175 48325"
"mikef451",2019,"Austin, Texas, USA","during",9,7,"117942 151767 117938 232361 117867 229759 229760 117877"
"mikef451",2020,"Austin, Texas, USA","before",2,2,"232361 117867"
"mikef451",2020,"Austin, Texas, USA","during",11,10,"117938 203800 212280 148365 1019864 229245 510865 229765 48325 117867 232361"
"mikef451",2021,"Austin, Texas, USA","during",8,7,"232361 229245 510865 229441 227235 182675 229765"
"mikef451",2022,"Austin, Texas, USA","during",6,5,"117867 510865 229245 232361 229759"
"mikefake",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",4,2,"60724 67747"
"mikehyde",2019,"Cape Town, Western Cape, South Africa","during",2,2,"60724 55576"
"mikehyde",2022,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"mikemq41",2018,"Baltimore, Maryland, USA","during",1,1,"117867"
"mikemq41",2021,"Baltimore, Maryland, USA","during",1,1,"117943"
"milagrosserrano",2022,"Ciudad de Panamá, Panamá","during",2,2,"117892 182613"
"miliff",2020,"Boston, Massachusetts, USA","during",1,1,"117943"
"millerds",2018,"Cleveland-Akron-Canton, OH, USA","during",1,1,"117951"
"minerva42",2022,"Boston, Massachusetts, USA","during",1,1,"182657"
"minervajose",2022,"Ciudad de México, México","during",1,1,"117943"
"minettekallis",2022,"Cape Town, Western Cape, South Africa","during",1,1,"117867"
"minettekallis",2021,"Garden Route, Western Cape, South Africa","during",1,1,"117867"
"minhsuan",2022,"Central Taiwan, Taiwan","before",2,2,"54294 155495"
"mirandak",2022,"Albuquerque, New Mexico, USA","during",1,1,"121176"
"mirando18-55",2021,"Bogotá, Colombia","during",1,1,"180500"
"miriambeyene",2019,"Boston, Massachusetts, USA","during",4,4,"125773 179037 117943 155095"
"miriamh",2020,"Boston, Massachusetts, USA","during",1,1,"69430"
"missnee101",2019,"Boston, Massachusetts, USA","during",3,2,"117943 155093"
"mister_bumble",2019,"Berlin, Germany","after",1,1,"55576"
"mister_bumble",2019,"Berlin, Germany","before",7,3,"55576 54734 632126"
"mitch43",2021,"Bristol & Bath City Region, UK","during",1,1,"229764"
"mitchell81",2021,"Dallas-Fort Worth, Texas, USA","during",1,1,"151767"
"mjandersen",2021,"Albuquerque, New Mexico, USA","during",2,2,"60724 532267"
"mjpapay",2022,"Western NC, North Carolina, USA","after",1,1,"223450"
"mjpapay",2022,"Western NC, North Carolina, USA","during",1,1,"59954"
"mjschillin",2021,"Austin, Texas, USA","during",2,2,"229245 463837"
"mkassorla",2020,"Atlanta, Georgia, USA","after",1,1,"117943"
"mkinaturalist",2020,"Alachua County, Florida, USA","during",5,3,"67747 117867 175440 121176"
"mkinaturalist",2021,"Alachua County, Florida, USA","during",4,3,"464189 48325 67747"
"mkinaturalist",2022,"Alachua County, Florida, USA","during",6,2,"117867 121176 227252 67747"
"mkrehmeyer",2021,"Dallas-Fort Worth, Texas, USA","before",2,2,"151767 60724"
"mkseeker",2022,"Charlotte, North Carolina, USA","before",1,1,"151767"
"mkwatson",2018,"Boston, Massachusetts, USA","during",1,1,"117951"
"mlabollita",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"mlacour",2019,"Baltimore, Maryland, USA","during",1,1,"117943"
"mlondon",2018,"Boston, Massachusetts, USA","during",2,2,"117943 49490"
"mlscott16",2020,"Baltimore, Maryland, USA","during",1,1,"69211"
"mmasell",2022,"Chicago, Illinois, USA","before",1,1,"182675"
"mmfox",2018,"Dallas-Fort Worth, Texas, USA","during",1,1,"123230"
"mmnat",2020,"Cleveland-Akron-Canton, OH, USA","during",4,4,"49490 54735 154184 344442"
"mmorales53",2021,"Dallas-Fort Worth, Texas, USA","before",1,1,"69430"
"mmulqueen",2018,"Boston, Massachusetts, USA","during",2,2,"54735 117943"
"mmwebb",2019,"Northern Colorado, Colorado, USA","during",1,1,"344442"
"mmynatt",2020,"Chattanooga, Tennessee, USA","during",2,2,"151767 182613"
"mndeisnature",2019,"Boston, Massachusetts, USA","during",2,2,"117951 123230"
"mnjane",2020,"Dallas-Fort Worth, Texas, USA","during",1,1,"117943"
"mnmedinaphilippines",2021,"Davao City, Philippines","during",2,2,"182631 229702"
"mogamat",2022,"Cape Town, Western Cape, South Africa","during",2,2,"117867 48325"
"molluskrose",2020,"Eugene-Springfield, Oregon, USA","during",1,1,"123175"
"mollymcastle",2021,"Boston, Massachusetts, USA","during",3,2,"117951 117943 155090"
"molrog",2019,"Bristol & Bath City Region, UK","during",2,2,"55576 54734"
"momoandnoonoo",2020,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"monaylivingston",2020,"Cleveland-Akron-Canton, OH, USA","after",1,1,"69430"
"monika1234",2020,"Brno, Czech Republic","during",1,1,"54734"
"montrellvass",2019,"Baltimore, Maryland, USA","during",1,1,"117951"
"monyoly",2020,"Ensenada, Baja California, México","during",1,1,"117942"
"moogette",2020,"Auckland, Auckland, New Zealand","before",1,1,"182679"
"mooncrossing",2021,"Atlanta, Georgia, USA","before",1,1,"49490"
"mooseandsquirrel",2021,"Orange County, California, USA","during",1,1,"212280"
"morgancantrell",2019,"Boston, Massachusetts, USA","during",6,6,"117943 67747 54294 119669 155090 69430"
"morganlottering",2022,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"mosscarpet",2022,"Eugene-Springfield, Oregon, USA","after",1,1,"49490"
"mossh_",2022,"Dallas-Fort Worth, Texas, USA","during",1,1,"117887"
"mossies777",2022,"Cape Town, Western Cape, South Africa","during",2,2,"203800 49490"
"moth_lover",2021,"Alachua County, Florida, USA","during",1,1,"464189"
"mothbroyles",2018,"Bristol & Bath City Region, UK","before",1,1,"55576"
"mothbroyles",2018,"Bristol & Bath City Region, UK","during",1,1,"117987"
"mothbroyles",2020,"Bristol & Bath City Region, UK","during",1,1,"55576"
"mothchild",2021,"Geelong, Victoria, Australia","during",1,1,"55576"
"mothchild",2022,"Geelong, Victoria, Australia","during",2,2,"55553 48325"
"mother2",2022,"GAM, San José, Costa Rica","during",2,1,"117943"
"mousepipes",2019,"Boston, Massachusetts, USA","during",1,1,"54734"
"mpc123",2021,"Austin, Texas, USA","during",1,1,"54734"
"mpchady",2022,"Denver-Boulder Metro, Colorado, USA","during",1,1,"344442"
"mpford",2019,"Colorado Springs, Colorado, USA","during",1,1,"155095"
"mr115317",2020,"Cleveland-Akron-Canton, OH, USA","during",1,1,"117951"
"mrbox",2022,"Boston, Massachusetts, USA","during",1,1,"117892"
"mrichmond",2018,"Baltimore, Maryland, USA","during",1,1,"117943"
"mrjmorris",2020,"Calgary, Canada","during",2,2,"54734 117943"
"mrjmorris",2021,"Calgary, Canada","during",2,2,"117887 54757"
"mrjmorris",2022,"Calgary, Canada","during",4,4,"117887 54757 182682 463837"
"mrm_b_lc",2020,"Boston, Massachusetts, USA","after",1,1,"117951"
"mrm_b_mff",2020,"Boston, Massachusetts, USA","during",1,1,"121176"
"mrmaple",2020,"Orange County, California, USA","during",4,4,"123230 212280 532755 218461"
"mromanik",2021,"Burlington/Winooski, Vermont, USA","during",2,2,"155090 69430"
"mrpeach774",2020,"Boston, Massachusetts, USA","before",1,1,"117943"
"mrsaimee",2020,"Baltimore, Maryland, USA","during",2,2,"463344 117943"
"mrsaimee",2021,"Baltimore, Maryland, USA","during",1,1,"148365"
"mrso_c",2020,"Northern Colorado, Colorado, USA","during",1,1,"182679"
"mrsralph",2021,"Dallas-Fort Worth, Texas, USA","during",1,1,"463837"
"mrtoads",2018,"Baltimore, Maryland, USA","during",1,1,"117943"
"msallaz",2020,"Fort Wayne, Indiana, USA","during",1,1,"117943"
"msetzke",2021,"Burlington/Winooski, Vermont, USA","during",1,1,"148365"
"msfam",2022,"Tri-Cities, British Columbia, Canada","during",1,1,"49490"
"msizimchunu",2021,"Cape Town, Western Cape, South Africa","during",4,1,"60724"
"msnead24",2018,"Baltimore, Maryland, USA","during",1,1,"54735"
"mspbadger",2020,"Austin, Texas, USA","before",2,2,"463837 117887"
"msullivan24",2022,"Boston, Massachusetts, USA","during",1,1,"148365"
"mtalverniaacademy",2020,"Boston, Massachusetts, USA","during",1,1,"117943"
"mtlowder",2022,"Charlotte, North Carolina, USA","during",1,1,"463344"
"mtradennisrios",2022,"Cuernavaca, Morelos, México","during",1,1,"155090"
"muddyknees",2021,"Boise, Idaho, USA","during",3,2,"632126 532267"
"muddyknees",2022,"Boise, Idaho, USA","during",1,1,"117899"
"muguika",2022,"GAM, San José, Costa Rica","during",1,1,"175489"
"muirpath",2020,"Alachua County, Florida, USA","during",3,3,"117867 464189 121176"
"muisvoel",2021,"Cape Town, Western Cape, South Africa","during",1,1,"60724"
"muonmo",2019,"Cape Town, Western Cape, South Africa","during",3,3,"117867 117980 83475"
"muonmo",2021,"Cape Town, Western Cape, South Africa","during",2,1,"67747"
"murrdogg",2018,"Cleveland-Akron-Canton, OH, USA","during",6,5,"463344 232791 117943 155091 69468 69430"
"murrdogg",2020,"Cleveland-Akron-Canton, OH, USA","during",3,3,"60709 55576 117943"
"museodehistorianaturalcdmx",2019,"Ciudad de México, México","during",2,1,"117892"
"mushroomphotography",2020,"Chicago, Illinois, USA","before",1,1,"49490"
"mushroomphotography",2020,"Chicago, Illinois, USA","during",2,1,"463344"
"mustard",2019,"Bristol & Bath City Region, UK","during",2,2,"54735 55576"
"mustard",2021,"Bristol & Bath City Region, UK","during",5,4,"54758 117867 123175 775650"
"mutsuku",2022,"Garden Route, Western Cape, South Africa","during",1,1,"117867"
"mvz-juangonzalezromero",2021,"Ciudad de México, México","after",1,1,"151767"
"mvz-juangonzalezromero",2022,"Ciudad de México, México","before",1,1,"117867"
"mwitenberg",2022,"Baltimore, Maryland, USA","during",1,1,"463071"
"mxhernandez",2019,"Dallas-Fort Worth, Texas, USA","during",1,1,"117943"
"my-terr-bio-thea",2020,"Alachua County, Florida, USA","during",1,1,"67747"
"mysoulfliesfree",2020,"Calgary, Canada","during",1,1,"182455"
"mythical_mold",2020,"Boston, Massachusetts, USA","after",1,1,"532267"
"mzavrelx",2022,"Brno, Czech Republic","during",1,1,"180500"
"n_hodges",2021,"Bristol & Bath City Region, UK","during",1,1,"117867"
"nabongjuan",2022,"Orange County, California, USA","before",1,1,"463825"
"nadene2",2022,"Cape Town, Western Cape, South Africa","during",1,1,"60724"
"nadinevz",2019,"Cape Town, Western Cape, South Africa","during",1,1,"203713"
